                    combo28    att406    att622   guard18     id868     id740    small4     att10
       COMBO + 0.3s         0  1142584063  4294967295         0         0         0         0  1007558656
       COMBO + 0.3s         0  1142584063  4294967295         1         0         0         0  1007558656
       COMBO + 0.4s         0  1142584063  4294967295         1         0         0         1  1007558656
       COMBO + 0.4s         0  1142584063  4294967295         0         0         0  1080988928  1007558656
       COMBO + 0.4s         0        19  4294967295         0         0         0         1  4294967295
       COMBO + 0.5s         0        19  4294967295        18         0         0         1  4294967295
       COMBO + 0.5s         0        19  4294967295         1         0         0         1  4294967295
       COMBO + 0.5s         0        19  4294967295        12         0         0         1  4294967295
       COMBO + 0.6s  1052081181        19  3312611479        12         0         0         1  4294967295
       COMBO + 0.6s  1052081181        19  3312611479        18         0         0         7  4294967295
       COMBO + 0.6s  1052081181        19  3312611479         0         0         0  1083210112  4294967295
       COMBO + 0.6s  1052081181        19  3312611479         1         0         0  1083210112  4294967295
       COMBO + 0.7s  1052081181        19  3312611479         6         0         0  1083210112  4294967295
       COMBO + 0.7s  1052081181         1  3312611479        18         0         0        18     27415
       COMBO + 0.7s  1052081181         1  3312611479         0         0         0         2     27415
       COMBO + 0.8s  1052081181         1  3312611479         0         0         0  1083209984     27415
       COMBO + 0.8s  1052081181         1  3312611479        24         0         0         0     27415
       COMBO + 0.8s  1052081181         1  3312611479         4         0       541        18     27415
       COMBO + 0.9s  1052081181         1  3312611479        18         0       846        18  3184315597
       COMBO + 0.9s  1052081181         1  3312611479         1         0         0        18  3184315597
       COMBO + 0.9s  1052081181         1  3312611479        12         0         0  1083208704  3184315597
       COMBO + 0.9s  1052081181         1  3312611479         8         0       541  1083208704  3184315597
       COMBO + 1.0s  1052081181         1  3312611479      8829         0       541  1083208704  3184315597
       COMBO + 1.0s  1052081181  3204448256  3312611479        32         0  1142691244  1083208704  3184315597
       COMBO + 1.0s  1052081181  3204448256  3312611479         0         0         0  1101247488  3184315597
       COMBO + 1.1s  1052081181  3204448256  3312611479        10         0         0  1101247488  3184315597
       COMBO + 1.1s  1052081181  3204448256  3312611479         1         0         0        16  3184315597
       COMBO + 1.1s  1052081181  3204448256  3312611479      8831         0         0        16  3184315597
       COMBO + 1.2s  1052081181  3204448256  3312611479         1         0         0        16  3184315597
       COMBO + 1.2s  1052081181       406  3312611479         2         0         0        16         0
       COMBO + 1.2s  1052081181       406  3312611479         0       868         0  1101732608         0
       COMBO + 1.3s  1052081181       406  3312611479        36         0       846        12         0
       COMBO + 1.3s  1052081181       406  3312611479         0         0         0  1083200512         0
       COMBO + 1.3s  1052081181       406  3312611479         0         0         0  1101265760         0
       COMBO + 1.3s  1052081181         0  3312611479         0         0         0  1101265760    198659
       COMBO + 1.4s  1052081181         0  3312611479        13         0         0  1101265760    198659
       COMBO + 1.4s  1052081181         0  3312611479         0       868       846  1084192128    198659
       COMBO + 1.4s  1052081181         0  3312611479         1       868         0  1084192128    198659
       COMBO + 1.5s  1052081181         0  3312611479         0       868         0  1084192128    198659
       COMBO + 1.5s  1052081181         0  3312611479      8831       868         0  1084192128    198659
       COMBO + 1.5s         1         1  4294967295        16         0         0         1     27415
       COMBO + 1.6s         1         1  4294967295         4         0         0         1     27415
       COMBO + 1.6s         1         1  4294967295         0         0         0         1     27415
       COMBO + 1.6s         1         1  4294967295         1         0         0         1     27415
       COMBO + 1.7s         1         1  4294967295         9         0         0         1     27415
       COMBO + 1.7s         1        34  4294967295         4         0         0         1  1018277888
       COMBO + 1.7s         1        34  4294967295         1         0         0         0  1018277888
       COMBO + 1.7s         1        34  4294967295        16         0         0         0  1018277888
       COMBO + 1.8s         1        34  4294967295         0         0       541         9  1018277888
       COMBO + 1.8s         1        34  4294967295         1         0         0         1  1018277888
       COMBO + 1.8s         1  1142584063  4294967295         1         0         0         1  1018277888
       COMBO + 1.9s         1  1142584063  4294967295         1         0         0         1         0
       COMBO + 1.9s         1  1142584063  4294967295         3         0         0         1         0
       COMBO + 1.9s         1  1142584063  4294967295        16         0         0         1         0
       COMBO + 2.0s         1  1142584063  4294967295         1         0         0         1         0
       COMBO + 2.0s         1  1142584063  4294967295         0         0         0  1083202048         0
       COMBO + 2.0s         0         1  4294967295         2         0         0  1083202048     27415
       COMBO + 2.1s         0         1  4294967295        14         0         0        14     27415
       COMBO + 2.1s         0         1  4294967295         4         0         0         0     27415
       COMBO + 2.1s         0         1  4294967295      8827         0       541         0     27415
       COMBO + 2.1s         0         1  4294967295      8829         0       536         0     27415
       COMBO + 2.2s         0         1  4294967295         0         0       536         2     27415
       COMBO + 2.2s         1         1  4294967295        14         0         0         2     27415
       COMBO + 2.2s         1         1  4294967295         0         0         0         0     27415
       COMBO + 2.3s         1         1  4294967295         0         0        88         0     27415
       COMBO + 2.3s         1         1  4294967295         0         0        88         2     27415
       COMBO + 2.3s         1         1  4294967295         0         0        88        18     27415
       COMBO + 2.4s         1         1  4294967295        18         0        88        18         0
       COMBO + 2.4s         1         1  4294967295      8827         0       846  1083181824         0
       COMBO + 2.4s         1         1  4294967295      8829         0       541  1083181824         0
       COMBO + 2.5s         1         1  4294967295         0         0        56  1083181824         0
       COMBO + 2.5s         1         1  4294967295      8828         0       839  1083181824         0
       COMBO + 2.5s         1         1  4294967295         1         0         0         1         0
       COMBO + 2.5s         1         1  4294967295         1         0         0         4  3169947648
       COMBO + 2.6s         1         1  4294967295      8828         0         0         4  3169947648
       COMBO + 2.6s         1         1  4294967295         0         0       720         1  3169947648
       COMBO + 2.6s         1         1  4294967295         0         0         0  1083148032  3169947648
       COMBO + 2.7s         1         1  4294967295         0         0       503  1083148032  3169947648
       COMBO + 2.7s         1         1  4294967295         0         0       503         1  3169947648
       COMBO + 2.7s         1  1142692241  4294967295         5         0         0        18  3169947648
       COMBO + 2.8s         1  1142692241  4294967295        18         0         0        18  3169947648
       COMBO + 2.8s         1  1142692241  4294967295         0         0         0  1083059840  3169947648
       COMBO + 2.8s         1  1142692241  4294967295         1         0       483  1083059840  3169947648
       COMBO + 2.9s         1  1142692241  4294967295         1         0         0  1083059840  3169947648
       COMBO + 2.9s         1  1142584063  4294967295         1         0         0  1083059840  182976593
       COMBO + 2.9s         1  1142584063  4294967295         1         0         0         1  182976593
       COMBO + 3.0s         1  1142584063  4294967295         1         0       868         1  182976593
       COMBO + 3.0s         1  1142584063  4294967295         5         0       868         1  182976593
       COMBO + 3.0s         1  1142584063  4294967295         1         0         0         1  182976593
       COMBO + 3.1s         1         1  4294967295         1         0         0         1     27415
       COMBO + 3.1s         1         1  4294967295        18         0         0         0     27415
       COMBO + 3.2s         1         1  4294967295         1         0         0         0     27415
       COMBO + 3.2s         1         1  4294967295         0         0         0         0     27415
       COMBO + 3.2s         1         1  4294967295         1         0         0         1     27415
       COMBO + 3.3s         1         1  4294967295         0         0         0         1  1010966528
       COMBO + 3.3s         1         1  4294967295        18         0         0         1  1010966528
       COMBO + 3.3s         1         1  4294967295         0         0         0  1082847488  1010966528
       COMBO + 3.4s         1         1  4294967295         7         0       868         0  1010966528
       COMBO + 3.4s         0         1  4294967295        80         0         0         0     27415
       COMBO + 3.4s         0         1  4294967295         1         0         0        32     27415
       COMBO + 3.5s         0         1  4294967295        18         0         0         1     27415
       COMBO + 3.5s         0         1  4294967295        32         0       868         1     27415
       COMBO + 3.6s         0  3201197956  4294967295        18         0       868         1  4294967295
       COMBO + 3.6s         0  3201197956  4294967295        32         0       868         1  4294967295
       COMBO + 3.6s         0  3201197956  4294967295         1         0         0         1  4294967295
       COMBO + 3.6s         0  3201197956  4294967295        14         0         0         1  4294967295
       COMBO + 3.7s         0  3201197956  4294967295         4         0         0         1  4294967295
       COMBO + 3.7s         0  3201197956  4294967295         2         0         0         1  4294967295
       COMBO + 3.7s         0         1  4294967295         1         0         0  1066255872     27415
       COMBO + 3.8s         0         1  4294967295        14         0         0         0     27415
       COMBO + 3.8s         0         1  4294967295        24         0         0         0     27415
       COMBO + 3.9s         0         1  4294967295         1         0         0         0     27415
       COMBO + 3.9s         0         1  4294967295         0         0         0         0  1070386381
       COMBO + 3.9s         0         1  4294967295         0         0       102         0  1070386381
       COMBO + 4.0s         0         1  4294967295         0         0         0         1  1070386381
       COMBO + 4.0s         0         1  4294967295         0         0         0        14  1070386381
       COMBO + 4.0s         0         1  4294967295         0         0         0  1082940032  1070386381
       COMBO + 4.0s        57         1  4294967295         0         0         0  1082940032     27415
       COMBO + 4.1s        57         1  4294967295      8542         0         0         1     27415
       COMBO + 4.1s        57         1  4294967295         1         0       796         1     27415
       COMBO + 4.1s        57         1  4294967295         0         0         0  1082917248     27415
       COMBO + 4.2s        57         1  4294967295         2         0         0        18     27415
       COMBO + 4.2s        57  1157627904  4294967295         1         0         0        18     27415
       COMBO + 4.2s        57  1157627904  4294967295         2         0       526         0  3192902474
       COMBO + 4.3s        57  1157627904  4294967295         6         0       868         0  3192902474
       COMBO + 4.3s        57  1157627904  4294967295         1         0         0         1  3192902474
       COMBO + 4.4s        57  1157627904  4294967295        18         0         0        18  3192902474
       COMBO + 4.4s        57  1157627904  4294967295         0         0         0         1  3192902474
       COMBO + 4.4s        57  1157627904  4294967295         0         0         0         0  3253199681
       COMBO + 4.4s        57  1157627904  4294967295         1         0         0         1  3253199681
       COMBO + 4.5s        57  1157627904  4294967295         0         0         0         0  3253199681
       COMBO + 4.5s        57  1157627904  4294967295         2         0         0         1  3253199681
       COMBO + 4.5s        57  1157627904  4294967295         1         0         0         1  3253199681
       COMBO + 4.6s         1         1  4294967295         0         0         0  1082838016     27415
       COMBO + 4.6s         1         1  4294967295         1         0         0  1101147872     27415
       COMBO + 4.6s         1         1  4294967295         8         0         0  1101147872     27415
       COMBO + 4.7s         1         1  4294967295         0         0         0  1101147872     27415
       COMBO + 4.7s         1         1  4294967295         0         0         0         0     27415
       COMBO + 4.7s         1         1  4294967295         1         0       752         1     27415
       COMBO + 4.7s         1         1  1031858654        24         0       752         1  1065353216
       COMBO + 4.8s         1         1  1031858654        18         0         0         1  1065353216
       COMBO + 4.8s         1         1  1031858654         1         0         0         1  1065353216
       COMBO + 4.8s         1         1  1031858654        18         0         0         1  1065353216
       COMBO + 4.9s         1         1  1031858654         0         0         0        13  1065353216
       COMBO + 4.9s         0         1  4294967295         0         0         0        13     27415
       COMBO + 4.9s         0         1  4294967295         1         0         0         1     27415
       COMBO + 5.0s         0         1  4294967295         0         0         0  1082763648     27415
       COMBO + 5.0s         0         1  4294967295         1         0         0  1082763648     27415
        IDLE + 0.0s         0  1065353216         0         0         0         0        12         0
        IDLE + 0.1s         0  1065353216         0         1         0         0        16         0
        IDLE + 0.1s         0  1065353216         0         0         0         0         0         0
        IDLE + 0.1s         0  1065353216         0         2       868       888         1         0
        IDLE + 0.2s         0        18         0         2         0       888         0         0
        IDLE + 0.2s         0        18         0      2168         0         0         0         0
        IDLE + 0.2s         0        18         0        24         0         0  1082347136         0
        IDLE + 0.2s         0        18         0         1         0         0         0         0
        IDLE + 0.3s         0        18         0         2         0         0         1         0
        IDLE + 0.3s         1         1  4294967295         1         0         0         1     27415
        IDLE + 0.3s         1         1  4294967295         0         0         0  1082331648     27415
        IDLE + 0.4s         1         1  4294967295        18         0         0  1082331648     27415
        IDLE + 0.4s         1         1  4294967295        24         0         0  1082331648     27415
        IDLE + 0.4s         1         1  4294967295         1         0         0         0     27415
        IDLE + 0.5s         1         1  4294967295         1         0         0         1  1007357515
        IDLE + 0.5s         1         1  4294967295         0         0       586         8  1007357515
        IDLE + 0.6s         1         1  4294967295        18         0         0         8  1007357515
        IDLE + 0.6s         1         1  4294967295         1         0         0         8  1007357515
        IDLE + 0.6s         1         1  4294967295         0         0         0         1  162922605
        IDLE + 0.6s         1         1  4294967295      4924         0         0         0  162922605
        IDLE + 0.7s         1         1  4294967295      9223         0         0         0  162922605
        IDLE + 0.7s         1         1  4294967295         1         0         0         8  162922605
        IDLE + 0.7s         1         1  4294967295         1         0         0         1  162922605
        IDLE + 0.8s         1         1  4294967295         7         0         0         0  162922605
        IDLE + 0.8s         1         1  1017843024        18         0         0         0  3216991678
        IDLE + 0.8s         1         1  1017843024         0         0       126         8  3216991678
        IDLE + 0.9s         1         1  1017843024         1         0         0  1082272000  3216991678
        IDLE + 0.9s         1         1  1017843024         7         0         0  1082726144  3216991678
        IDLE + 0.9s         1         1  1017843024         5         0         0  1082726144  3216991678
        IDLE + 0.9s         1         1  1017843024      9223         0       625        10  3216991678
        IDLE + 1.0s         1         1  1017843024         0         0         0  1082255488  3216991678
        IDLE + 1.0s         1         1  1017843024         0         0         0  1082252032  3216991678
        IDLE + 1.0s         1         1  1017843024         1         0         0  1082252032  3216991678
        IDLE + 1.1s         1         1  1017843024        18         0         0         1  3216991678
        IDLE + 1.1s         1         1  1017843024         1         0         0         1  1142585058
        IDLE + 1.1s         1         1  1017843024         0         0         0         1  1142585058
        IDLE + 1.2s         1         1  1017843024        18         0         0         0  1142585058
        IDLE + 1.2s         1         1  1017843024         0         0         0         1  1142585058
        IDLE + 1.3s         1         1  1017843024         1         0         0         1  1142585058
        IDLE + 1.3s         1         1  1017843024         1         0         0         1         0
        IDLE + 1.3s         1         1  1017843024        24         0       763         1         0
        IDLE + 1.3s         1         1  1017843024         4         0       636         1         0
        IDLE + 1.4s         1         1  1017843024         1         0         0         1         0
        IDLE + 1.4s         1         1  1017843024         2         0         0         1         0
        IDLE + 1.5s         1         1  1051157276        18         0         0         1  1065353216
        IDLE + 1.5s         1         1  1051157276        16         0         0         1  1065353216
        IDLE + 1.5s         1         1  1051157276         0         0         0  1082186112  1065353216
        IDLE + 1.6s         1         1  1051157276         9         0         0         0  1065353216
        IDLE + 1.6s         1         1  1051157276         9         0         0         1  1065353216
        IDLE + 1.6s         1  1142692241  1051157276        18         0         0         1  1065353216
        IDLE + 1.7s         1  1142692241  1051157276         0         0         0  1082168704  1065353216
        IDLE + 1.7s         1  1142692241  1051157276      2263         0         0         1  1065353216
        IDLE + 1.7s         1  1142692241  1051157276         0       868         0         1  1065353216
        IDLE + 1.7s         1  1142692241  1051157276         9         0         0         1  1065353216
        IDLE + 1.8s         1  1142692241  1051157276         0         0         0  1082153216  1065353216
        IDLE + 1.8s         1  1142692241  1051157276         0         0         0  1082153216  1055617237
        IDLE + 1.8s         1  1142692241  1051157276         0         0       784         0  1055617237
        IDLE + 1.9s         1  1142692241  1051157276        22         0       673         0  1055617237
        IDLE + 1.9s         1  1142692241  1051157276        30         0       673         1  1055617237
        IDLE + 1.9s         1  1142692241  1051157276         0         0       673         0  1055617237
        IDLE + 2.0s         0  1142692241  1002194100         1         0         0  1082131584         0
        IDLE + 2.0s         0  1142692241  1002194100         1         0         0         0         0
        IDLE + 2.0s         0  1142692241  1002194100         8         0       667         1         0
        IDLE + 2.0s         0  1142692241  1002194100         1         0         0         1         0
        IDLE + 2.1s         0  1142692241  1002194100         9         0         0  1082096640         0
        IDLE + 2.1s         0  1142692241  1002194100         8       868         0         0         0
        IDLE + 2.1s         0  1142692241  1002194100         9         0         0         0         0
        IDLE + 2.2s         0  1142692241  1002194100         0         0         0         0         0
        IDLE + 2.2s         0  1142692241  1002194100         0         0         0  1082060288         0
        IDLE + 2.2s         0  1142692241  1002194100         1         0         0         0         0
        IDLE + 2.3s         0  1142692241  1002194100        21         0         0         0         0
        IDLE + 2.3s        57         1  4294967295         1         0         0         0     27415
        IDLE + 2.3s        57         1  4294967295         1         0         0  1106179488     27415
        IDLE + 2.4s        57         1  4294967295        18         0         0         9     27415
        IDLE + 2.4s        57         1  4294967295         1         0       777         2     27415
        IDLE + 2.4s        57         1  4294967295        18         0         0         2     27415
        IDLE + 2.4s        57  1046840507  4294967295         1         0         0         2         0
        IDLE + 2.5s        57  1046840507  4294967295         1         0         0         0         0
        IDLE + 2.5s        57  1046840507  4294967295         0         0         0         1         0
        IDLE + 2.5s        57  1046840507  4294967295        13         0         0         0         0
        IDLE + 2.6s        57  1046840507  4294967295         0         0         0  1105865792         0
        IDLE + 2.6s         0         1  4294967295         0         0         0         1     27415
        IDLE + 2.6s         0         1  4294967295         0       868         0  1094839552     27415
        IDLE + 2.7s         0         1  4294967295         9         0         0         3     27415
        IDLE + 2.7s         0         1  4294967295         1         0         0         0     27415
        IDLE + 2.7s         0         1  4294967295         0         0         0  1105800320     27415
        IDLE + 2.8s         0         1  4294967295         1         0         0  1081915136     27415
        IDLE + 2.8s  1142596682         1  3194859698         0         0         0         0  1065353216
        IDLE + 2.8s  1142596682         1  3194859698        18         0         0         0  1065353216
        IDLE + 2.8s  1142596682         1  3194859698         0         0         0  1081884416  1065353216
        IDLE + 2.9s  1142596682         1  3194859698         1         0         0         1  1065353216
        IDLE + 2.9s  1142596682         1  3194859698        10         0         0         4  1065353216
        IDLE + 2.9s         0         1  4294967295         0         0         0         0     27415
        IDLE + 3.0s         0         1  4294967295         1         0         0  1106388384     27415
        IDLE + 3.0s         0         1  4294967295         0         0       784  1106388384     27415
        IDLE + 3.0s         0         1  4294967295         0         0         0  1094320192     27415
        IDLE + 3.1s         0         1  4294967295         1         0         0         1     27415
        IDLE + 3.1s         0         1  4294967295         0         0         0         1     27415
        IDLE + 3.1s         0         1  4294967295         0         0         0  1082460672     27415
        IDLE + 3.2s         0         1  4294967295         0         0         0         0     27415
        IDLE + 3.2s         0         1  4294967295        18         0         0         0     27415
        IDLE + 3.2s         0         1  4294967295        16         0         0         0     27415
        IDLE + 3.2s         0         1  4294967295         1         0         0         0  1112426305
        IDLE + 3.3s         0         1  4294967295        24         0         0         0  1112426305
        IDLE + 3.3s         0         1  4294967295         4       868         0         3  1112426305
        IDLE + 3.3s         0         1  4294967295         3         0         0         0  1112426305
        IDLE + 3.4s         0         1  4294967295         1         0         0         0  1112426305
        IDLE + 3.4s         0         1  4294967295        14         0         0         1         0
        IDLE + 3.4s         0         1  4294967295         0         0         0  1093808832         0
        IDLE + 3.5s         0         1  4294967295        18         0         0         1         0
        IDLE + 3.5s         0         1  4294967295         1         0         0         1         0
        IDLE + 3.5s         0         1  4294967295        14         0         0         1         0
        IDLE + 3.5s         0         1  4294967295         0         0         0         1         0
        IDLE + 3.6s         0         1  4294967295         9         0         0         1         0
        IDLE + 3.6s         0         1  4294967295        18         0         0         1         0
        IDLE + 3.6s         0      8319  4294967295         1         0         0         1         0
        IDLE + 3.7s         0      8319  4294967295         4         0       677  1106583904  1179741846
        IDLE + 3.7s         0      8319  4294967295         0         0       677  1082224256  1179741846
        IDLE + 3.7s         0      8319  4294967295        18         0       677        20  1179741846
        IDLE + 3.8s         0      8319  4294967295         1         0         0         1  1179741846
        IDLE + 3.8s         0      8319  4294967295         0         0         0         1  1179741846
        IDLE + 3.8s        57         1  4294967295         0         0         0  1093310848     27415
        IDLE + 3.9s        57         1  4294967295         2         0         0  1093310848     27415
        IDLE + 3.9s        57         1  4294967295        18         0         0         1     27415
        IDLE + 3.9s        57         1  4294967295         0         0         0         1     27415
        IDLE + 3.9s        57         1  4294967295        32         0         0  1081583104     27415
        IDLE + 4.0s        57         1  4294967295        16         0         0         7     27415
       GUARD + 0.0s         0         1  4294967295         1         0         0         1  4294967295
       GUARD + 0.1s         0         1  4294967295         1         0         0         6  4294967295
       GUARD + 0.1s         0         1  4294967295         8         0       540         0  4294967295
       GUARD + 0.1s         0         1  4294967295         0         0       540         0  4294967295
       GUARD + 0.2s         0         1  4294967295        24         0       540         0  4294967295
       GUARD + 0.2s         1         1         1         1         0         0         0     27415
       GUARD + 0.2s         1         1         1        28       869         0         1     27415
       GUARD + 0.2s         1         1         1         0       869         0         1     27415
       GUARD + 0.3s         1         1         1         1       869         0         1     27415
       GUARD + 0.3s         1         1         1        12       869         0         1  1065353216
       GUARD + 0.4s         1         1         1         1       869         0         1  1065353216
       GUARD + 0.4s         1         1         1        14       869         0         1  1065353216
       GUARD + 0.5s         1         1         1        22       869         0         1  1065353216
       GUARD + 0.5s         1         1         1         0       869         0         1  1065353216
       GUARD + 0.5s         1         1         1         0       869         0         1  3216991678
       GUARD + 0.6s         1         1         1        18       869         0         1  3216991678
       GUARD + 0.6s         1         1         1         1         0         0         1  3216991678
       GUARD + 0.6s         1         1         1        15         0         0         0  3216991678
       GUARD + 0.6s         1         1         1         1         0         0         1  3216991678
       GUARD + 0.7s         0         1         0         0         0         0         1     27415
       GUARD + 0.7s         0         1         0         1         0         0         1     27415
       GUARD + 0.7s         0         1         0         0         0         0         1     27415
       GUARD + 0.8s         0         1         0        18         0         0        17     27415
       GUARD + 0.8s         0         1         0         0         0         0        17     27415
       GUARD + 0.8s         0         1         0         0         0         0  1087633280  1040625152
       GUARD + 0.9s         0         1         0         8         0         0  1087633280  1040625152
       GUARD + 0.9s         0         1         0         7         0         0  1087633280  1040625152
       GUARD + 0.9s         0         1         0         0         0         0         6  1040625152
       GUARD + 0.9s         0         1         0         5         0         0         0  1040625152
       GUARD + 1.0s         0         1         0         6         0         0         0  1040625152
       GUARD + 1.0s         0         1         0         0         0         0         1     27415
       GUARD + 1.0s         0         1         0         1         0         0         1     27415
       GUARD + 1.1s         0         1         0         0         0         0         1     27415
       GUARD + 1.1s         0         1         0         1         0         0         0     27415
       GUARD + 1.1s         0         1         0         4         0         0         4     27415
       GUARD + 1.2s         0         1         0         4         0         0         1     27415
       GUARD + 1.2s         0         1         0         0         0         0         0  1107114795
       GUARD + 1.2s         0         1         0        14         0         0         0  1107114795
       GUARD + 1.3s         0         1         0         5         0         0        14  1107114795
       GUARD + 1.3s         0         1         0         0         0         0        14  1107114795
       GUARD + 1.4s         0         1         0         0         0         0        14         0
       GUARD + 1.4s         0         1         0         2       869         0        24         0
       GUARD + 1.4s         0         1         0         0       869         0        24         0
       GUARD + 1.5s         0         1         0        24       869         0         0         0
       GUARD + 1.5s         0         1         0         7         0       545        10     27415
       GUARD + 1.6s         0         1         0         0         0       540        10     27415
       GUARD + 1.6s         0         1         0        20         0       540        10     27415
       GUARD + 1.6s         0         1         0         2         0         0        18     27415
       GUARD + 1.7s  1065353216         0  1065353216        18         0         0        18  1065353216
       GUARD + 1.7s  1065353216         0  1065353216         0         0         0         1  1065353216
       GUARD + 1.7s  1065353216         0  1065353216         0         0       713         1  1065353216
       GUARD + 1.8s  1065353216         0  1065353216        24         0       713         0  1065353216
       GUARD + 1.8s  1065353216         0  1065353216        24         0         0         0  1065353216
       GUARD + 1.8s  1065353216         0  1065353216         0         0       779         0         0
       GUARD + 1.9s  1065353216         0  1065353216         0         0       713         0         0
       GUARD + 1.9s  1065353216         0  1065353216         8       868       713         8         0
       GUARD + 1.9s  1065353216         0  1065353216        18         0         0        12         0
       GUARD + 2.0s  1065353216         0  1065353216         1         0         0         0         0
       GUARD + 2.0s  1065353216         0  1065353216         0         0       779         0         0
       GUARD + 2.0s  1065353216         0  3165052612         0         0         0  1086086656         0
       GUARD + 2.0s  1065353216         0  3165052612         1         0         0  1104791456         0
       GUARD + 2.1s  1065353216         0  3165052612         1         0         0         6         0
       GUARD + 2.1s  1065353216         0  3165052612         0         0         0         0         0
       GUARD + 2.1s  1065353216         0  3165052612        18         0       713         0         0
       GUARD + 2.2s  1043812884         0  3184646173         3         0       713         0         0
       GUARD + 2.2s  1043812884         0  3184646173         9         0       713         0         0
       GUARD + 2.2s  1043812884         0  3184646173        32         0       667         0         0
       GUARD + 2.3s  1043812884         0  3184646173         0         0       667         0         0
       GUARD + 2.3s  1043812884         0  3184646173        18         0         0         0         0
       GUARD + 2.3s  1043812884  1056964608  3184646173         0         0         0        32         0
       GUARD + 2.4s  1043812884  1056964608  3184646173         0         0       713        32         0
       GUARD + 2.4s  1043812884  1056964608  3184646173        14         0         0         0         0
       GUARD + 2.4s  1043812884  1056964608  3184646173        11         0         0        32         0
       GUARD + 2.4s  1043812884  1056964608  3184646173         2         0         0         0         0
       GUARD + 2.5s  1043812884  1056964608  3184646173        18         0       713        38         0
       GUARD + 2.5s  1043812884  1056964608  3184646173         1         0         0         0         0
       GUARD + 2.5s  1043812884  1056964608  3184646173        10         0         0         0  3182425088
       GUARD + 2.6s  1043812884  1056964608  3184646173        14         0         0  1086267520  3182425088
       GUARD + 2.6s  1043812884  1056964608  3184646173        28         0         0        10  3182425088
       GUARD + 2.6s  1043812884  1056964608  3184646173        19         0         0         1  3182425088
       GUARD + 2.7s  1043812884  1056964608  3184646173        28         0         0         0  3182425088
       GUARD + 2.7s  1043812884  1056964608  978990561        18         0       645         0  3216991678
       GUARD + 2.8s  1043812884  1056964608  978990561        18         0         0         7  3216991678
       GUARD + 2.8s  1043812884  1056964608  978990561         7         0         0         0  3216991678
       GUARD + 2.8s  1043812884  1056964608  978990561        16         0         0         0  3216991678
       GUARD + 2.9s  1043812884  1056964608  978990561         7         0       779        24  3176198144
       GUARD + 2.9s  1043812884  1056964608  978990561         0         0       779         1  3176198144
       GUARD + 2.9s  1043812884  1056964608  978990561        24         0       779        18  3176198144
       GUARD + 3.0s  1043812884  1056964608  978990561        18         0       779        18  3176198144
       GUARD + 3.0s  1043812884  1056964608  978990561        30         0       779        18  3176198144
       GUARD + 3.0s  1043812884  1056964608  978990561         0         0       779         0  3176198144
       GUARD + 3.1s  1043812884  1127481344  978990561         0         0       779         0         0
       GUARD + 3.1s  1043812884  1127481344  978990561        36         0       779         0         0
       GUARD + 3.1s  1043812884  1127481344  978990561         0         0       779         0         0
       GUARD + 3.2s  1064514355  1127481344         0         0         0         0         0  3171164512
       GUARD + 3.2s  1064514355  1127481344         0         2         0         0         0  3171164512
       GUARD + 3.3s  1064514355  1127481344         0         2         0         0         2  3171164512
       GUARD + 3.3s  1064514355  1127481344         0        32         0         0         2  3171164512
       GUARD + 3.4s         0         1         0         0         0         0         2     27415
       GUARD + 3.4s         0         1         0         0         0         0         0     27415
       GUARD + 3.4s         0         1         0         1         0         0         0     27415
       GUARD + 3.5s         0         1         0         0         0         0         0     27415
       GUARD + 3.5s         0         1         0        24         0         0         0  4294967295
       GUARD + 3.5s         0         1         0        24         0       740         0  4294967295
       GUARD + 3.6s         0         1         0         1         0       667         0  4294967295
       GUARD + 3.6s         0         1         0         0         0       667         0  4294967295
       GUARD + 3.6s         0         1         0        38         0       667         7  4294967295
       GUARD + 3.7s         0         1         0         0         0       667         7  4294967295
       GUARD + 3.7s         0         1         0         0         0       667         0         0
       GUARD + 3.7s         0         1         0        38         0       667         0         0
       GUARD + 3.8s         0         1         0        32         0         0  1084455552         0
       GUARD + 3.8s         0         1         0        32         0       746  1084455552         0
       GUARD + 3.8s         0         1         0         0         0       746  1084455552         0
       GUARD + 3.9s         0  3200873086         0         0         0       746  1084455552     84520
       GUARD + 3.9s         0  3200873086         0         0         0         0  1084220672     84520
       GUARD + 3.9s         0  3200873086         0         3         0         0        26     84520
       GUARD + 3.9s         0  3200873086         0        26         0         0         7     84520
       GUARD + 4.0s         0  3200873086         0         0         0         0         0     84520
        IDLE + 0.1s         1  1142692241         1         1         0         0  1100731392         0
        IDLE + 0.1s         1  1142692241         1         0         0         0         1         0
        IDLE + 0.1s         1  1142692241         1        10         0         0        18         0
        IDLE + 0.2s         1  1142692241         1         0         0         0        18         0
        IDLE + 0.2s         1  1142692241         0         4         0         0         0  3208735984
        IDLE + 0.2s         1  1142692241         0         1         0         0         1  3208735984
        IDLE + 0.2s         1  1142692241         0        24         0         0         1  3208735984
        IDLE + 0.3s         1  1142692241         0         4         0         0  1071376384  3208735984
        IDLE + 0.3s         1  1142692241         0        32         0         0  1071376384  3208735984
        IDLE + 0.3s         1  1142692241         0         1         0         0  1071376384  1012389075
        IDLE + 0.4s         1  1142692241         0         1         0         0         1  1012389075
        IDLE + 0.4s         1  1142692241         0         0         0         0         5  1012389075
        IDLE + 0.4s         1  1142692241         0         1         0         0         3  1012389075
        IDLE + 0.5s         0         1         0         0         0         0         3     27415
